claim_type,zone,hour_of_day,day_of_week,days_since_joining,claims_last_30_days,worker_age,claim_amount_inr,velocity_kmh,velocity_flag,device_accounts_today,device_flag,weather_matches_claim,weather_flag,actual_aqi,claimed_aqi_severe,actual_rainfall_mm,actual_temp_c,zone_claims_last_hour,mins_since_shift_start,photo_submitted,is_fraud,claim_type_enc,zone_enc
poor_aqi,Marathahalli,22,5,381,2,36,1527.58,210.63,1,1,0,0,1,140,1,3.15,21.16,0,556.04,0,1,3,6
natural_disaster,Koramangala,20,1,129,0,18,8471.76,1.52,0,1,0,1,0,87,0,0.1,23.97,2,19.34,1,0,2,5
natural_disaster,Whitefield,0,2,176,1,33,4177.77,0.56,0,1,0,1,0,118,0,4.74,27.26,3,109.74,1,0,2,7
poor_aqi,BTM_Layout,22,1,65,2,23,1157.74,10.36,0,2,0,0,1,64,1,12.95,28.0,9,2.21,0,1,3,0
rain_damage,Electronic_City,20,2,44,0,28,1762.34,5.98,0,1,0,1,0,31,0,57.63,32.75,3,160.52,1,0,4,1
rain_damage,Marathahalli,17,3,90,0,35,1612.59,5.17,0,1,0,1,0,111,0,24.46,31.47,2,12.66,1,0,4,6
rain_damage,Hebbal,14,0,70,1,35,788.35,19.7,0,1,0,1,0,80,0,27.4,33.89,3,344.89,0,0,4,2
rain_damage,Electronic_City,23,1,522,1,41,1515.86,3.0,0,1,0,1,0,67,0,10.36,27.04,1,276.23,1,0,4,1
extreme_heat,Hebbal,15,5,351,0,34,942.18,6.31,0,1,0,1,0,36,0,10.76,39.23,3,336.21,1,0,0,2
poor_aqi,Jayanagar,8,2,166,3,35,2218.92,104.77,1,5,1,1,0,119,1,12.94,32.29,9,0.77,1,1,3,4
natural_disaster,Koramangala,5,5,730,0,29,6572.2,10.38,0,1,0,1,0,64,0,13.43,24.19,2,117.98,1,0,2,5
flood,Electronic_City,5,0,982,2,19,2000.91,22.88,0,1,0,1,0,84,0,62.7,24.96,3,285.17,1,0,1,1
extreme_heat,Whitefield,0,3,48,2,32,619.61,15.62,0,1,0,1,0,72,0,10.13,29.11,3,313.44,1,0,0,7
flood,Indiranagar,6,5,51,3,22,2027.93,10.09,0,1,0,1,0,49,0,67.93,33.52,0,130.05,1,0,1,3
extreme_heat,Electronic_City,22,3,97,2,18,485.44,23.84,0,1,0,1,0,46,0,4.72,33.48,4,137.25,1,0,0,1
rain_damage,Hebbal,20,4,22,0,38,958.5,11.0,0,1,0,1,0,94,0,68.55,26.16,1,323.16,0,0,4,2
poor_aqi,Marathahalli,1,5,548,2,22,568.32,20.75,0,1,0,1,0,178,1,8.21,30.07,0,157.17,1,0,3,6
flood,Jayanagar,6,6,552,1,25,3425.92,103.91,1,2,0,0,1,55,0,54.0,21.08,4,564.06,0,1,1,4
flood,Marathahalli,1,5,303,1,24,3199.59,16.07,0,1,0,1,0,44,0,63.15,23.45,2,194.28,1,0,1,6
natural_disaster,Marathahalli,22,3,4,1,28,4444.82,9.67,0,1,0,1,0,46,0,3.47,24.11,2,326.81,1,0,2,6
flood,BTM_Layout,7,1,243,2,19,15164.89,161.86,1,2,0,0,1,49,0,50.53,27.79,7,1.87,0,1,1,0
poor_aqi,Koramangala,11,0,67,5,31,324.64,18.62,0,1,0,1,0,167,0,6.76,16.9,3,302.25,1,0,3,5
rain_damage,Indiranagar,12,3,43,3,33,4902.3,5.04,0,1,0,1,0,95,0,28.64,26.7,12,421.63,0,1,4,3
extreme_heat,Electronic_City,19,2,343,0,36,619.3,20.69,0,1,0,1,0,38,0,9.53,27.42,1,26.18,1,0,0,1
flood,BTM_Layout,2,6,550,3,25,4129.88,14.11,0,1,0,1,0,114,0,53.2,23.48,5,270.01,1,0,1,0
rain_damage,Indiranagar,7,1,73,1,24,877.45,10.91,0,1,0,1,0,114,0,66.36,29.53,1,358.43,1,0,4,3
flood,Electronic_City,5,5,357,1,24,3298.44,16.82,0,1,0,1,0,86,0,26.56,27.84,2,51.4,0,0,1,1
extreme_heat,Indiranagar,13,0,263,0,22,429.17,1.32,0,1,0,1,0,93,0,8.21,35.19,2,163.37,1,0,0,3
natural_disaster,Electronic_City,17,5,77,2,29,6099.77,7.12,0,1,0,1,0,111,0,6.83,32.3,2,134.04,0,0,2,1
flood,Koramangala,15,4,32,0,21,7023.67,279.37,1,3,1,0,1,105,0,54.65,23.53,1,1.75,0,1,1,5
flood,Hebbal,12,0,25,1,29,4705.59,7.52,0,1,0,1,0,94,0,24.63,28.49,4,182.7,0,0,1,2
extreme_heat,BTM_Layout,3,6,3,0,35,667.75,10.77,0,4,1,1,0,106,0,6.68,32.65,1,1.29,0,1,0,0
extreme_heat,Indiranagar,10,0,48,1,23,1163.64,22.96,0,1,0,1,0,116,0,5.66,30.13,3,379.6,1,0,0,3
rain_damage,Electronic_City,3,4,168,2,27,1461.46,4.2,0,1,0,1,0,117,0,50.83,25.4,1,243.15,1,0,4,1
rain_damage,Whitefield,8,3,126,0,34,807.6,9.21,0,2,0,1,0,84,0,73.7,33.36,4,195.29,1,0,4,7
rain_damage,Electronic_City,17,0,1034,1,26,987.67,1.56,0,1,0,1,0,50,0,30.36,29.1,2,85.14,1,0,4,1
poor_aqi,Whitefield,12,3,46,0,30,505.82,24.7,0,1,0,1,0,171,0,10.65,26.13,1,47.71,1,0,3,7
natural_disaster,Electronic_City,20,0,3,1,42,5570.11,0.68,0,1,0,1,0,107,0,9.14,23.42,3,208.77,0,0,2,1
extreme_heat,Jayanagar,15,5,128,1,18,623.21,10.12,0,2,0,1,0,50,0,5.88,37.63,2,34.92,1,0,0,4
flood,Jayanagar,23,6,224,1,34,4700.22,205.44,1,5,1,0,1,56,0,36.0,24.04,3,1.6,0,1,1,4
poor_aqi,Hebbal,23,4,46,2,35,402.28,9.61,0,1,0,1,0,64,1,5.04,23.95,3,83.13,1,0,3,2
extreme_heat,Whitefield,6,3,129,1,33,1098.02,6.1,0,1,0,0,1,63,0,5.58,41.82,0,188.58,1,0,0,7
extreme_heat,Whitefield,17,4,129,2,24,495.62,5.76,0,1,0,1,0,118,0,5.3,29.43,2,84.98,1,0,0,7
flood,Indiranagar,9,6,154,1,34,4429.3,2.21,0,1,0,1,0,74,0,61.77,31.87,2,339.09,1,0,1,3
flood,Whitefield,2,4,39,1,21,8387.52,170.45,1,1,0,0,1,53,0,71.01,27.63,1,2.15,0,1,1,7
natural_disaster,Whitefield,5,0,36,0,23,21993.49,110.15,1,4,1,0,1,98,0,10.39,30.54,2,431.27,0,1,2,7
extreme_heat,BTM_Layout,4,1,155,3,18,545.41,12.6,0,1,0,1,0,54,0,8.31,33.5,2,128.61,1,0,0,0
poor_aqi,Koramangala,14,3,7,2,24,794.25,2.13,0,1,0,1,0,113,0,2.0,30.78,2,50.68,1,0,3,5
natural_disaster,Koramangala,15,2,434,1,32,4894.46,15.54,0,1,0,1,0,76,0,3.9,33.53,4,53.88,1,0,2,5
natural_disaster,Indiranagar,18,6,1091,0,29,3147.87,17.42,0,1,0,1,0,75,0,0.32,26.18,0,275.57,0,0,2,3
extreme_heat,Marathahalli,6,0,437,1,34,961.2,11.48,0,1,0,1,0,89,0,11.76,31.26,2,373.28,1,0,0,6
extreme_heat,Indiranagar,4,5,305,2,27,933.55,2.56,0,1,0,1,0,76,0,13.36,31.18,2,271.6,0,0,0,3
extreme_heat,Electronic_City,13,0,377,0,19,481.5,22.78,0,1,0,1,0,49,0,7.71,35.34,3,276.68,1,0,0,1
poor_aqi,Hebbal,12,5,92,2,22,421.71,24.96,0,1,0,1,0,140,1,0.4,27.32,4,90.29,1,0,3,2
flood,Koramangala,8,4,174,0,18,12022.56,6.45,0,3,1,0,1,51,0,69.56,27.88,7,498.87,1,1,1,5
extreme_heat,BTM_Layout,3,2,186,0,30,2709.65,178.55,1,5,1,1,0,70,0,5.32,28.7,2,420.7,0,1,0,0
poor_aqi,Hebbal,17,4,524,1,24,1115.8,173.05,1,1,0,1,0,156,1,12.6,22.32,0,0.71,0,1,3,2
poor_aqi,BTM_Layout,11,6,3,0,26,606.31,3.51,0,1,0,1,0,51,0,10.11,20.81,4,51.74,0,0,3,0
poor_aqi,Hebbal,6,5,103,1,28,742.46,6.32,0,1,0,1,0,78,0,10.82,26.43,2,156.38,1,0,3,2
poor_aqi,Marathahalli,15,2,190,1,26,719.84,138.34,1,5,1,0,1,93,1,9.45,29.17,1,2.2,0,1,3,6
natural_disaster,Electronic_City,8,1,91,1,31,9815.22,111.6,1,4,1,0,1,111,0,4.59,28.38,0,1.83,0,1,2,1
extreme_heat,Jayanagar,2,1,181,1,33,1050.89,17.87,0,1,0,1,0,47,0,2.16,32.52,0,16.5,0,0,0,4
flood,Whitefield,7,1,31,3,24,2034.48,0.5,0,1,0,1,0,79,0,10.52,29.08,2,295.57,1,0,1,7
flood,BTM_Layout,11,4,104,0,39,4955.72,0.73,0,1,0,1,0,47,0,24.3,34.36,3,199.5,1,0,1,0
flood,Electronic_City,9,1,158,1,18,5659.37,8.39,0,2,0,1,0,43,0,48.01,25.85,0,156.57,1,0,1,1
rain_damage,Indiranagar,20,6,44,0,32,1815.63,10.47,0,1,0,1,0,88,0,56.65,26.21,2,386.68,1,0,4,3
extreme_heat,Koramangala,3,4,649,0,22,807.33,0.62,0,1,0,1,0,51,0,10.99,32.85,2,119.7,1,0,0,5
extreme_heat,BTM_Layout,9,0,606,1,26,527.73,19.75,0,1,0,1,0,96,0,9.5,35.63,2,55.15,0,0,0,0
poor_aqi,Hebbal,12,0,429,0,24,684.03,5.78,0,1,0,0,1,143,1,14.74,29.96,1,2.1,0,1,3,2
poor_aqi,Jayanagar,20,4,225,2,23,494.07,20.48,0,1,0,1,0,196,0,2.36,30.31,2,254.46,1,0,3,4
extreme_heat,Hebbal,20,3,125,2,39,471.58,10.45,0,1,0,1,0,75,0,13.76,46.17,1,184.53,1,0,0,2
flood,Jayanagar,17,6,47,1,32,14665.96,107.96,1,1,0,0,1,52,0,50.69,28.92,9,510.84,0,1,1,4
extreme_heat,Whitefield,5,2,167,1,29,536.43,11.18,0,1,0,1,0,45,0,8.28,32.14,3,110.71,1,0,0,7
poor_aqi,Koramangala,1,0,222,0,36,503.24,14.09,0,1,0,1,0,75,0,10.25,24.9,2,83.7,1,0,3,5
poor_aqi,BTM_Layout,15,4,157,1,27,572.14,0.95,0,1,0,1,0,102,1,5.75,31.32,4,239.37,1,0,3,0
natural_disaster,Indiranagar,10,1,67,2,18,6576.91,2.36,0,1,0,0,1,38,0,14.19,38.77,1,0.19,0,1,2,3
extreme_heat,BTM_Layout,21,4,30,0,23,603.73,12.22,0,1,0,0,1,50,0,2.13,25.9,0,254.08,1,0,0,0
flood,Electronic_City,21,5,148,0,24,4373.99,5.25,0,1,0,0,1,73,0,26.87,21.93,0,150.44,1,0,1,1
natural_disaster,BTM_Layout,23,5,274,2,31,4255.84,1.81,0,1,0,1,0,63,0,7.83,24.63,3,133.07,0,0,2,0
natural_disaster,Jayanagar,7,3,77,2,19,3908.46,19.96,0,1,0,1,0,91,0,5.69,19.75,0,78.81,0,0,2,4
poor_aqi,BTM_Layout,6,5,436,1,34,636.17,276.67,1,1,0,0,1,107,1,6.23,25.12,2,1.67,0,1,3,0
poor_aqi,Whitefield,18,6,449,3,19,2254.54,1.02,0,5,1,0,1,51,0,0.98,27.44,2,1.09,0,1,3,7
extreme_heat,Koramangala,10,3,41,2,27,514.23,9.74,0,2,0,1,0,113,0,10.48,37.02,3,16.91,1,0,0,5
extreme_heat,Koramangala,13,5,150,1,35,924.37,9.68,0,2,0,1,0,106,0,8.66,23.98,0,501.9,0,1,0,5
flood,Koramangala,16,0,94,1,32,13447.51,121.79,1,1,0,1,0,106,0,54.48,42.56,4,3.0,1,1,1,5
flood,BTM_Layout,8,0,453,1,41,3027.66,20.02,0,1,0,1,0,62,0,68.11,30.49,4,25.37,1,0,1,0
flood,Whitefield,21,4,34,3,29,3064.43,20.83,0,1,0,1,0,81,0,62.51,27.02,3,138.52,1,0,1,7
rain_damage,BTM_Layout,17,3,580,2,18,1872.16,5.21,0,1,0,1,0,108,0,23.94,23.41,3,207.0,0,0,4,0
extreme_heat,Indiranagar,5,5,19,1,27,544.7,18.37,0,1,0,1,0,99,0,8.43,43.01,1,59.19,1,0,0,3
extreme_heat,Hebbal,18,5,162,2,28,1072.88,24.92,0,1,0,1,0,75,0,9.01,29.72,0,291.28,1,0,0,2
rain_damage,Hebbal,11,5,534,0,23,2151.05,19.16,0,1,0,1,0,99,0,77.83,27.34,3,215.99,1,0,4,2
flood,Jayanagar,18,2,633,0,27,5346.92,4.09,0,1,0,1,0,100,0,38.76,18.23,2,155.02,1,0,1,4
rain_damage,Jayanagar,6,0,737,1,20,1589.43,6.98,0,1,0,0,1,117,0,64.8,31.74,3,339.68,1,0,4,4
extreme_heat,Indiranagar,6,3,42,1,34,843.7,22.54,0,1,0,1,0,100,0,13.88,31.56,2,288.68,1,0,0,3
rain_damage,Jayanagar,6,0,16,1,26,1251.16,13.05,0,1,0,1,0,111,0,11.81,21.35,2,120.46,0,0,4,4
natural_disaster,Koramangala,1,6,203,0,27,6936.01,8.53,0,1,0,1,0,62,0,1.18,27.35,1,285.65,0,0,2,5
poor_aqi,BTM_Layout,23,2,384,2,22,582.42,1.23,0,1,0,1,0,177,1,10.43,35.66,2,364.53,1,0,3,0
extreme_heat,Koramangala,7,0,144,1,18,606.71,20.46,0,1,0,1,0,52,0,1.3,46.37,1,272.4,1,0,0,5
rain_damage,Jayanagar,14,1,40,1,35,1900.76,24.32,0,1,0,1,0,41,0,48.91,30.21,2,269.65,1,0,4,4
rain_damage,BTM_Layout,22,4,16,2,33,1151.5,10.26,0,1,0,1,0,76,0,72.46,26.93,1,180.83,1,0,4,0
poor_aqi,Indiranagar,10,1,29,0,30,515.4,20.21,0,1,0,1,0,198,0,4.98,35.36,1,60.82,1,0,3,3
natural_disaster,Whitefield,23,3,25,2,35,6932.62,5.83,0,1,0,1,0,66,0,7.94,39.94,1,275.87,1,0,2,7
flood,Electronic_City,11,6,60,0,38,3435.47,15.25,0,1,0,1,0,100,0,36.53,26.27,2,372.67,1,0,1,1
natural_disaster,Hebbal,8,0,103,0,30,4461.83,11.72,0,1,0,1,0,112,0,11.19,22.99,0,234.28,0,0,2,2
natural_disaster,Koramangala,1,5,115,0,27,18966.76,119.13,1,2,0,1,0,87,0,1.7,26.12,4,2.98,0,1,2,5
poor_aqi,Koramangala,8,5,152,1,23,398.44,7.13,0,1,0,1,0,63,0,9.16,24.51,1,209.42,0,0,3,5
poor_aqi,BTM_Layout,18,5,240,2,26,1373.9,272.44,1,4,1,0,1,147,1,4.99,15.99,6,515.96,0,1,3,0
rain_damage,Marathahalli,8,1,312,1,34,1513.03,1.37,0,1,0,0,1,32,0,59.68,29.85,4,326.33,1,0,4,6
poor_aqi,Koramangala,20,1,16,3,36,2352.03,18.29,0,1,0,0,1,164,0,4.65,19.44,3,2.07,0,1,3,5
rain_damage,BTM_Layout,10,6,13,2,18,1339.26,4.49,0,1,0,0,1,64,0,39.93,28.56,2,121.12,1,0,4,0
flood,Hebbal,4,0,1,0,34,15366.61,265.24,1,3,1,0,1,58,0,36.85,27.58,2,0.96,1,1,1,2
extreme_heat,Whitefield,11,6,79,0,25,662.3,283.94,1,2,0,0,1,33,0,13.66,41.29,2,513.18,1,1,0,7
poor_aqi,Koramangala,12,1,69,0,21,868.57,11.88,0,1,0,1,0,59,0,4.58,25.98,2,38.23,1,0,3,5
natural_disaster,Electronic_City,14,1,50,1,33,6847.59,10.34,0,1,0,1,0,78,0,7.97,26.59,3,59.32,0,0,2,1
poor_aqi,Indiranagar,13,5,185,1,25,512.15,3.31,0,1,0,1,0,82,0,12.52,21.47,2,193.58,1,0,3,3
poor_aqi,Jayanagar,14,0,49,0,28,698.78,6.91,0,1,0,0,1,120,1,5.81,30.64,4,521.33,1,1,3,4
natural_disaster,Hebbal,18,3,46,1,30,10144.54,14.65,0,1,0,0,1,49,0,9.54,30.87,3,453.2,0,1,2,2
flood,Electronic_City,2,3,276,1,35,10677.49,181.98,1,2,0,0,1,119,0,76.03,26.0,2,1.8,1,1,1,1
rain_damage,BTM_Layout,22,3,649,0,26,3775.58,9.2,0,3,1,0,1,115,0,6.86,27.13,7,2.67,0,1,4,0
poor_aqi,Marathahalli,6,1,196,3,29,395.07,19.69,0,1,0,1,0,155,0,1.7,23.7,4,308.6,1,0,3,6
flood,Whitefield,17,6,436,1,32,3886.65,14.29,0,1,0,1,0,44,0,62.77,32.89,1,250.95,1,0,1,7
natural_disaster,Electronic_City,1,6,311,1,32,5786.24,233.85,1,1,0,0,1,99,0,11.34,18.29,10,2.94,0,1,2,1
extreme_heat,Marathahalli,1,0,28,0,32,1047.82,22.17,0,1,0,1,0,44,0,13.99,38.78,2,212.18,1,0,0,6
natural_disaster,Marathahalli,6,2,86,2,28,3884.72,15.29,0,1,0,1,0,100,0,13.68,18.27,2,127.89,0,0,2,6
rain_damage,Indiranagar,3,0,530,1,24,1565.82,8.46,0,1,0,1,0,84,0,21.52,26.63,3,243.96,1,0,4,3
extreme_heat,Marathahalli,14,1,33,1,20,603.22,24.55,0,2,0,0,1,38,0,3.84,43.76,1,10.16,0,0,0,6
extreme_heat,Indiranagar,19,5,106,1,23,957.63,13.18,0,5,1,0,1,70,0,7.56,45.34,4,0.32,0,1,0,3
poor_aqi,Whitefield,17,1,291,1,36,1285.02,185.6,1,1,0,0,1,129,1,0.08,21.47,2,0.96,0,1,3,7
extreme_heat,Whitefield,21,1,195,0,28,842.94,4.71,0,1,0,1,0,114,0,3.51,28.72,0,114.72,1,0,0,7
poor_aqi,Hebbal,21,5,77,1,29,705.32,19.43,0,1,0,1,0,84,0,8.17,22.39,1,394.12,0,0,3,2
flood,Marathahalli,23,3,108,2,27,7890.78,228.32,1,1,0,0,1,86,0,13.09,15.31,10,1.05,1,1,1,6
poor_aqi,Jayanagar,10,2,24,0,21,675.59,3.76,0,1,0,1,0,108,0,14.56,32.35,1,175.43,1,0,3,4
natural_disaster,Whitefield,20,3,141,1,29,4177.41,17.25,0,1,0,1,0,80,0,8.31,24.65,2,356.27,1,0,2,7
natural_disaster,Indiranagar,11,0,408,0,23,18588.94,109.52,1,2,0,0,1,114,0,11.41,22.37,10,569.11,1,1,2,3
rain_damage,Jayanagar,5,0,323,2,20,780.07,14.56,0,1,0,1,0,117,0,10.89,21.62,2,63.92,1,0,4,4
natural_disaster,Koramangala,1,0,301,5,22,6621.51,12.59,0,1,0,0,1,108,0,8.14,23.54,1,60.62,1,0,2,5
poor_aqi,Marathahalli,21,1,148,0,27,876.96,19.24,0,1,0,1,0,91,1,11.8,19.29,0,154.06,1,0,3,6
flood,Electronic_City,2,1,158,2,28,5361.77,17.53,0,1,0,1,0,71,0,68.15,19.28,3,301.88,0,0,1,1
rain_damage,Electronic_City,3,5,166,0,28,2033.38,13.27,0,1,0,1,0,56,0,45.55,40.89,4,291.04,1,0,4,1
rain_damage,Electronic_City,21,1,82,1,29,1821.58,22.92,0,1,0,1,0,50,0,60.41,20.99,3,96.61,0,0,4,1
poor_aqi,Electronic_City,8,6,8,4,32,482.75,4.4,0,1,0,1,0,160,0,10.05,22.63,1,141.22,1,0,3,1
rain_damage,BTM_Layout,5,5,50,1,34,1598.79,3.93,0,1,0,1,0,79,0,36.1,26.06,1,53.94,1,0,4,0
flood,Electronic_City,2,4,198,0,34,6238.84,153.19,1,1,0,1,0,110,0,24.01,19.47,5,543.27,0,1,1,1
natural_disaster,Jayanagar,16,5,79,0,36,8225.81,8.56,0,1,0,1,0,101,0,7.92,32.1,4,30.84,0,0,2,4
extreme_heat,Marathahalli,7,2,17,2,33,457.89,22.03,0,1,0,1,0,44,0,1.9,31.02,3,287.39,1,0,0,6
poor_aqi,Marathahalli,19,2,145,3,20,1008.56,129.12,1,2,0,0,1,99,1,2.66,23.71,9,574.92,0,1,3,6
poor_aqi,Jayanagar,23,1,295,2,35,833.59,12.98,0,1,0,1,0,138,0,13.38,25.87,1,44.21,1,0,3,4
rain_damage,Marathahalli,16,1,59,1,28,1813.15,6.22,0,1,0,1,0,103,0,33.87,36.08,4,352.89,1,0,4,6
extreme_heat,Electronic_City,21,4,4,2,39,981.7,0.02,0,1,0,1,0,116,0,3.95,28.7,0,57.99,0,0,0,1
poor_aqi,Jayanagar,4,6,228,1,19,609.57,6.34,0,1,0,1,0,156,0,14.3,25.12,5,180.38,1,0,3,4
poor_aqi,Indiranagar,3,5,376,0,41,715.12,9.58,0,1,0,1,0,62,1,6.97,22.31,4,15.32,1,0,3,3
poor_aqi,BTM_Layout,18,2,26,1,32,545.63,7.25,0,1,0,1,0,183,0,2.74,28.68,2,243.88,1,0,3,0
extreme_heat,Koramangala,1,6,141,1,25,443.24,11.43,0,1,0,1,0,60,0,7.41,34.78,3,232.77,0,0,0,5
extreme_heat,Hebbal,12,5,118,3,18,1025.35,18.97,0,1,0,1,0,117,0,4.38,28.64,1,324.21,1,0,0,2
rain_damage,Marathahalli,0,0,50,1,26,1721.76,17.8,0,1,0,1,0,80,0,31.99,22.3,1,255.13,1,0,4,6
poor_aqi,Jayanagar,22,4,682,0,22,2397.33,90.63,1,3,1,1,0,194,1,2.11,26.3,4,411.43,0,1,3,4
poor_aqi,Marathahalli,10,1,259,1,33,861.49,5.85,0,1,0,1,0,52,0,7.74,35.04,2,295.37,1,0,3,6
natural_disaster,Whitefield,7,3,118,1,34,19303.0,213.89,1,5,1,0,1,80,0,6.83,20.61,0,2.16,0,1,2,7
poor_aqi,BTM_Layout,19,4,17,1,33,539.29,13.05,0,1,0,1,0,183,0,6.84,29.31,4,99.73,1,0,3,0
natural_disaster,Jayanagar,7,6,295,1,25,7766.31,2.47,0,1,0,1,0,39,0,8.0,25.56,0,188.21,0,0,2,4
extreme_heat,Hebbal,0,5,294,0,38,751.23,2.82,0,1,0,1,0,92,0,12.02,32.52,1,101.45,1,0,0,2
poor_aqi,Hebbal,3,5,90,1,24,444.53,3.25,0,1,0,1,0,112,0,3.75,29.82,2,199.56,1,0,3,2
rain_damage,Indiranagar,3,0,206,3,40,1519.38,18.11,0,2,0,0,1,119,0,37.22,20.07,11,2.19,0,1,4,3
natural_disaster,Jayanagar,10,6,191,0,32,6651.43,24.27,0,1,0,1,0,34,0,4.66,23.47,4,167.08,1,0,2,4
natural_disaster,Indiranagar,5,6,65,1,32,4180.55,22.39,0,1,0,1,0,103,0,13.05,21.26,0,274.38,1,0,2,3
rain_damage,Marathahalli,16,0,499,0,37,1048.34,6.01,0,1,0,1,0,30,0,26.52,33.06,1,46.96,1,0,4,6
extreme_heat,Jayanagar,20,1,61,0,18,766.4,6.7,0,2,0,0,1,58,0,10.33,36.02,1,2.79,0,1,0,4
rain_damage,Marathahalli,1,6,30,0,18,1509.82,14.07,0,1,0,1,0,71,0,75.01,31.97,1,107.19,1,0,4,6
rain_damage,Indiranagar,14,5,99,0,29,2666.38,135.72,1,1,0,1,0,110,0,52.83,17.23,2,2.0,0,1,4,3
flood,Indiranagar,19,3,95,1,28,5174.15,2.14,0,1,0,1,0,77,0,12.43,28.04,2,197.25,0,0,1,3
flood,Electronic_City,10,6,25,2,20,6251.4,258.28,1,1,0,0,1,71,0,40.83,29.01,1,554.26,0,1,1,1
flood,Indiranagar,8,4,279,0,22,2161.32,5.03,0,1,0,1,0,60,0,65.55,30.48,6,40.68,1,0,1,3
poor_aqi,Marathahalli,23,0,104,0,27,687.42,243.76,1,4,1,0,1,53,0,7.3,27.61,3,593.61,0,1,3,6
flood,Hebbal,20,5,590,3,32,11278.07,19.99,0,1,0,0,1,33,0,41.31,25.5,1,0.47,0,1,1,2
flood,Indiranagar,10,2,124,0,20,4348.53,1.67,0,1,0,1,0,51,0,78.29,21.21,2,246.35,1,0,1,3
poor_aqi,Whitefield,8,2,155,1,24,490.2,21.25,0,1,0,1,0,183,1,3.62,32.81,2,392.45,1,0,3,7
poor_aqi,Indiranagar,19,6,268,2,18,436.84,0.29,0,1,0,1,0,100,0,0.02,29.29,1,287.97,1,0,3,3
poor_aqi,Electronic_City,12,2,73,2,18,652.61,6.53,0,2,0,1,0,129,1,13.45,28.49,5,338.92,1,0,3,1
natural_disaster,Marathahalli,7,0,136,2,33,8784.32,2.39,0,1,0,1,0,49,0,2.57,19.2,2,263.54,1,0,2,6
natural_disaster,Jayanagar,8,6,68,0,30,3108.23,23.36,0,1,0,1,0,110,0,7.03,24.35,4,76.36,1,0,2,4
flood,Electronic_City,5,4,22,3,34,2193.58,3.71,0,1,0,1,0,49,0,34.95,26.24,1,319.6,1,0,1,1
flood,BTM_Layout,7,0,135,1,19,7521.75,142.78,1,4,1,0,1,49,0,66.3,18.5,3,419.14,1,1,1,0
natural_disaster,Marathahalli,13,1,204,0,36,7969.28,4.26,0,1,0,1,0,81,0,7.28,29.42,4,163.34,1,0,2,6
flood,Electronic_City,2,1,13,1,24,3079.89,19.21,0,1,0,1,0,78,0,66.32,26.1,1,321.04,1,0,1,1
poor_aqi,Whitefield,5,3,165,1,20,300.81,12.43,0,1,0,1,0,121,0,6.12,18.5,2,352.22,1,0,3,7
rain_damage,Indiranagar,18,5,90,3,29,1704.64,20.85,0,1,0,1,0,55,0,29.84,27.2,2,23.57,1,0,4,3
extreme_heat,BTM_Layout,2,2,109,3,22,828.95,11.23,0,1,0,1,0,89,0,6.12,28.56,4,181.9,1,0,0,0
flood,BTM_Layout,9,4,119,1,30,2101.89,1.59,0,1,0,1,0,84,0,24.99,21.87,0,136.95,1,0,1,0
poor_aqi,Whitefield,4,6,1,1,18,651.29,7.89,0,1,0,1,0,83,0,0.37,32.3,1,124.33,1,0,3,7
poor_aqi,BTM_Layout,19,3,153,2,23,602.65,18.6,0,1,0,1,0,150,0,4.34,22.64,4,279.69,0,0,3,0
rain_damage,BTM_Layout,20,1,44,2,19,1283.95,7.1,0,1,0,1,0,101,0,41.79,24.72,3,45.03,1,0,4,0
flood,Jayanagar,18,3,126,0,29,2785.93,6.29,0,1,0,0,1,103,0,24.94,22.81,2,297.29,1,0,1,4
rain_damage,Hebbal,10,5,13,0,29,2111.42,21.16,0,1,0,1,0,93,0,76.34,18.59,0,389.74,1,0,4,2
poor_aqi,Marathahalli,9,5,351,1,21,597.49,18.31,0,1,0,1,0,54,0,7.64,39.8,2,19.03,1,0,3,6
flood,Jayanagar,18,3,53,3,36,2162.04,3.07,0,1,0,1,0,56,0,12.56,24.7,2,306.18,1,0,1,4
natural_disaster,BTM_Layout,21,5,24,0,25,6901.78,8.23,0,1,0,1,0,80,0,6.16,30.51,3,206.2,1,0,2,0
rain_damage,Koramangala,19,4,345,0,29,1735.8,10.98,0,1,0,0,1,115,0,44.77,27.62,1,181.9,0,0,4,5
poor_aqi,Electronic_City,8,5,126,3,23,639.33,16.23,0,1,0,1,0,126,1,1.48,35.55,2,319.44,0,0,3,1
rain_damage,Jayanagar,9,0,6,1,34,1386.58,139.94,1,5,1,0,1,38,0,13.63,31.7,2,1.02,0,1,4,4
natural_disaster,BTM_Layout,11,0,28,1,36,3662.9,21.55,0,1,0,1,0,67,0,10.82,30.3,0,241.05,0,0,2,0
extreme_heat,Hebbal,12,3,233,0,25,1037.56,1.57,0,1,0,1,0,108,0,14.47,31.75,0,132.61,0,0,0,2
extreme_heat,Electronic_City,4,6,782,1,21,1009.51,19.34,0,1,0,1,0,115,0,12.77,31.85,3,185.71,1,0,0,1
natural_disaster,Koramangala,20,0,239,1,29,4649.88,1.99,0,1,0,1,0,115,0,10.31,22.3,1,306.29,1,0,2,5
poor_aqi,Hebbal,13,2,514,2,24,585.94,7.4,0,1,0,1,0,66,0,8.44,21.46,0,26.08,1,0,3,2
